date,time,ticker,close
2020-01-15,11,TKR2,99.8421
2020-01-15,11,TKR3,99.6558
2020-01-15,12,TKR1,100.3439
2020-01-15,12,TKR2,99.9492
2020-01-15,12,TKR3,99.6088
2020-01-15,13,TKR1,100.1945
2020-01-15,13,TKR2,99.7632
2020-01-15,13,TKR3,99.6229
2020-01-15,14,TKR1,100.1675
2020-01-15,14,TKR2,99.8957
2020-01-15,14,TKR3,99.542
2020-01-16,9,TKR1,100.7458
2020-01-16,9,TKR2,99.9359
2020-01-16,9,TKR3,100.8864
2020-01-16,10,TKR1,100.4669
2020-01-16,10,TKR2,99.8044
2020-01-16,10,TKR3,100.9178
2020-01-16,11,TKR1,100.4509
2020-01-16,11,TKR2,100.0318
2020-01-16,11,TKR3,101.0046
2020-01-16,12,TKR1,100.7144
2020-01-16,12,TKR2,100.1118
2020-01-16,12,TKR3,100.9127
2020-01-16,13,TKR1,100.437
2020-01-16,13,TKR2,100.066
2020-01-16,13,TKR3,100.8384
2020-01-16,14,TKR1,100.7099
2020-01-16,14,TKR2,100.1347
2020-01-16,14,TKR3,100.9235
2020-01-17,9,TKR1,99.7473
2020-01-17,9,TKR2,99.7282
2020-01-17,9,TKR3,100.1482
2020-01-17,10,TKR1,99.7256
2020-01-17,10,TKR2,99.9209
2020-01-17,10,TKR3,99.9998
2020-01-17,11,TKR1,99.9201
2020-01-17,11,TKR2,99.9785
2020-01-17,11,TKR3,99.9682
2020-01-17,12,TKR1,99.8112
2020-01-17,12,TKR2,99.8675
2020-01-17,12,TKR3,100.1299
2020-01-17,13,TKR1,99.6175
2020-01-17,13,TKR2,99.8716
2020-01-17,13,TKR3,100.0989
2020-01-17,14,TKR1,99.5382
2020-01-17,14,TKR2,99.6847
2020-01-17,14,TKR3,99.7891
2020-01-20,9,TKR1,100.4484
2020-01-20,9,TKR2,99.3827
2020-01-20,9,TKR3,99.3452
2020-01-20,10,TKR1,100.505
2020-01-20,10,TKR2,99.2341
2020-01-20,10,TKR3,99.3645
2020-01-20,11,TKR1,100.4439
2020-01-20,11,TKR2,99.1837
2020-01-20,11,TKR3,99.3884
2020-01-20,12,TKR1,100.3348
2020-01-20,12,TKR2,99.4836
2020-01-20,12,TKR3,99.4473
2020-01-20,13,TKR1,100.3846
2020-01-20,13,TKR2,99.3086
2020-01-20,13,TKR3,99.4325
2020-01-20,14,TKR1,100.4325
2020-01-20,14,TKR2,99.3486
2020-01-20,14,TKR3,99.5195
2020-01-21,9,TKR1,99.169
2020-01-21,9,TKR2,101.1883
2020-01-21,9,TKR3,99.2357
2020-01-21,10,TKR1,99.3218
2020-01-21,10,TKR2,101.2956
2020-01-21,10,TKR3,99.215
2020-01-21,11,TKR1,99.2414
2020-01-21,11,TKR2,101.2103
2020-01-21,11,TKR3,99.2193
2020-01-21,12,TKR1,99.2876
2020-01-21,12,TKR2,101.1927
2020-01-21,12,TKR3,99.048
2020-01-21,13,TKR1,99.1461
2020-01-21,13,TKR2,101.1582
2020-01-21,13,TKR3,99.1596
2020-01-21,14,TKR1,99.4246
2020-01-21,14,TKR2,101.1566
2020-01-21,14,TKR3,99.1233
2020-01-22,9,TKR1,99.2584
2020-01-22,9,TKR2,99.9075
2020-01-22,9,TKR3,99.7733
2020-01-22,10,TKR1,99.1442
2020-01-22,10,TKR2,99.6877
2020-01-22,10,TKR3,99.8544
2020-01-22,11,TKR1,99.3507
2020-01-22,11,TKR2,99.76
2020-01-22,11,TKR3,99.9135
2020-01-22,12,TKR1,99.1585
2020-01-22,12,TKR2,99.8439
2020-01-22,12,TKR3,99.7285
2020-01-22,13,TKR1,99.2595
2020-01-22,13,TKR2,99.8552
2020-01-22,13,TKR3,99.7636
2020-01-22,14,TKR1,99.2862
2020-01-22,14,TKR2,99.9511
2020-01-22,14,TKR3,99.7919
2020-01-23,9,TKR1,99.7212
2020-01-23,9,TKR2,99.9723
2020-01-23,9,TKR3,100.1145
2020-01-23,10,TKR1,99.8893
2020-01-23,10,TKR2,100.1015
2020-01-23,10,TKR3,100.053
2020-01-23,11,TKR1,99.8019
2020-01-23,11,TKR2,99.9736
2020-01-23,11,TKR3,99.8817
2020-01-23,12,TKR1,99.581
2020-01-23,12,TKR2,99.8273
2020-01-23,12,TKR3,100.0504
2020-01-23,13,TKR1,99.6836
2020-01-23,13,TKR2,100.1821
2020-01-23,13,TKR3,100.1182
2020-01-23,14,TKR1,99.6599
2020-01-23,14,TKR2,100.0974
2020-01-23,14,TKR3,99.8644
2020-01-24,9,TKR1,100.2227
2020-01-24,9,TKR2,100.3539
2020-01-24,9,TKR3,100.0492
2020-01-24,10,TKR1,100.0211
2020-01-24,10,TKR2,100.3604
2020-01-24,10,TKR3,100.1139
2020-01-24,11,TKR1,100.1947
2020-01-24,11,TKR2,100.3127
2020-01-24,11,TKR3,100.1631
2020-01-24,12,TKR1,100.2545
2020-01-24,12,TKR2,100.4462
2020-01-24,12,TKR3,100.2638
2020-01-24,13,TKR1,100.0416
2020-01-24,13,TKR2,100.2804
2020-01-24,13,TKR3,99.8983
2020-01-24,14,TKR1,100.2686
2020-01-24,14,TKR2,100.4703
2020-01-24,14,TKR3,100.0706
2020-01-27,9,TKR1,100.3437
2020-01-27,9,TKR2,100.8756
2020-01-27,9,TKR3,100.2075
2020-01-27,10,TKR1,100.4702
2020-01-27,10,TKR2,100.6215
2020-01-27,10,TKR3,100.0578
2020-01-27,11,TKR1,100.5952
2020-01-27,11,TKR2,100.73
2020-01-27,11,TKR3,100.0943
2020-01-27,12,TKR1,100.3834
2020-01-27,12,TKR2,100.6891
2020-01-27,12,TKR3,100.3902
2020-01-27,13,TKR1,100.487
2020-01-27,13,TKR2,100.5724
2020-01-27,13,TKR3,100.1987
2020-01-27,14,TKR1,100.4857
2020-01-27,14,TKR2,100.453
2020-01-27,14,TKR3,100.2179
2020-01-28,9,TKR1,100.3876
2020-01-28,9,TKR2,100.6856
2020-01-28,9,TKR3,99.2743
2020-01-28,10,TKR1,100.5222
2020-01-28,10,TKR2,100.6598
2020-01-28,10,TKR3,99.332
2020-01-28,11,TKR1,100.3788
2020-01-28,11,TKR2,100.4981
2020-01-28,11,TKR3,99.3986
2020-01-28,12,TKR1,100.3353
2020-01-28,12,TKR2,100.4242
2020-01-28,12,TKR3,99.7146
2020-01-28,13,TKR1,100.5066
2020-01-28,13,TKR2,100.6624
2020-01-28,13,TKR3,99.6115
2020-01-28,14,TKR1,100.3002
2020-01-28,14,TKR2,100.4828
2020-01-28,14,TKR3,99.5883
2020-01-29,9,TKR1,99.9358
2020-01-29,9,TKR2,99.9825
2020-01-29,9,TKR3,99.9124
2020-01-29,10,TKR1,100.0668
2020-01-29,10,TKR2,99.9953
2020-01-29,10,TKR3,100.2436
2020-01-29,11,TKR1,99.798
2020-01-29,11,TKR2,100.293
2020-01-29,11,TKR3,100.0892
2020-01-29,12,TKR1,99.9965
2020-01-29,12,TKR2,100.0689
2020-01-29,12,TKR3,100.108
2020-01-29,13,TKR1,100.0024
2020-01-29,13,TKR2,100.2337
2020-01-29,13,TKR3,100.0795
2020-01-29,14,TKR1,100.0212
2020-01-29,14,TKR2,100.087
2020-01-29,14,TKR3,100.0624
2020-01-30,9,TKR1,99.7625
2020-01-30,9,TKR2,99.7545
2020-01-30,9,TKR3,100.1051
2020-01-30,10,TKR1,99.468
2020-01-30,10,TKR2,99.5906
2020-01-30,10,TKR3,100.2918
2020-01-30,11,TKR1,99.6477
2020-01-30,11,TKR2,99.5805
2020-01-30,11,TKR3,100.3079
2020-01-30,12,TKR1,99.5204
2020-01-30,12,TKR2,99.5919
2020-01-30,12,TKR3,100.1486
2020-01-30,13,TKR1,99.5036
2020-01-30,13,TKR2,99.5179
2020-01-30,13,TKR3,100.1916
2020-01-30,14,TKR1,99.7013
2020-01-30,14,TKR2,99.5581
2020-01-30,14,TKR3,100.5525
2020-01-31,9,TKR1,100.0755
2020-01-31,9,TKR2,100.7722
2020-01-31,9,TKR3,100.5144
2020-01-31,10,TKR1,99.9885
2020-01-31,10,TKR2,100.9217
2020-01-31,10,TKR3,100.6492
2020-01-31,11,TKR1,100.0311
2020-01-31,11,TKR2,100.7957
2020-01-31,11,TKR3,100.6252
2020-01-31,12,TKR1,100.0744
2020-01-31,12,TKR2,100.9852
2020-01-31,12,TKR3,100.6952
2020-01-31,13,TKR1,100.0967
2020-01-31,13,TKR2,100.9751
2020-01-31,13,TKR3,100.5801
2020-01-31,14,TKR1,99.8472
2020-01-31,14,TKR2,100.9721
2020-01-31,14,TKR3,100.6079
2020-02-03,9,TKR1,99.9031
2020-02-03,9,TKR2,99.9789
2020-02-03,9,TKR3,100.0169
2020-02-03,10,TKR1,99.9414
2020-02-03,10,TKR2,100.126
2020-02-03,10,TKR3,99.7236
2020-02-03,11,TKR1,99.9485
2020-02-03,11,TKR2,100.1118
2020-02-03,11,TKR3,99.8804
2020-02-03,12,TKR1,100.0283
2020-02-03,12,TKR2,99.9711
2020-02-03,12,TKR3,100.0131
2020-02-03,13,TKR1,100.1517
2020-02-03,13,TKR2,99.9865
2020-02-03,13,TKR3,99.8276
2020-02-03,14,TKR1,100.0671
2020-02-03,14,TKR2,100.1808
2020-02-03,14,TKR3,99.8199
2020-02-04,9,TKR1,99.0815
2020-02-04,9,TKR2,100.5499
2020-02-04,9,TKR3,100.045
2020-02-04,10,TKR1,98.9995
2020-02-04,10,TKR2,100.2421
2020-02-04,10,TKR3,100.0532
2020-02-04,11,TKR1,98.9889
2020-02-04,11,TKR2,100.4233
2020-02-04,11,TKR3,100.2508
2020-02-04,12,TKR1,98.9955
2020-02-04,12,TKR2,100.2212
2020-02-04,12,TKR3,100.1559
2020-02-04,13,TKR1,98.9974
2020-02-04,13,TKR2,100.3677
2020-02-04,13,TKR3,100.1291
2020-02-04,14,TKR1,98.901
2020-02-04,14,TKR2,100.4592
2020-02-04,14,TKR3,100.2884
2020-02-05,9,TKR1,100.4088
2020-02-05,9,TKR2,99.8396
2020-02-05,9,TKR3,100.643
2020-02-05,10,TKR1,100.6424
2020-02-05,10,TKR2,99.7936
2020-02-05,10,TKR3,100.5389
2020-02-05,11,TKR1,100.5168
2020-02-05,11,TKR2,99.8461
2020-02-05,11,TKR3,100.6569
2020-02-05,12,TKR1,100.5084
2020-02-05,12,TKR2,99.8419
2020-02-05,12,TKR3,100.6918
2020-02-05,13,TKR1,100.5959
2020-02-05,13,TKR2,99.8001
2020-02-05,13,TKR3,100.5581
2020-02-05,14,TKR1,100.4724
2020-02-05,14,TKR2,99.8558
2020-02-05,14,TKR3,100.4931
2020-02-06,9,TKR1,100.2594
2020-02-06,9,TKR2,100.4407
2020-02-06,9,TKR3,100.6684
2020-02-06,10,TKR1,100.2014
2020-02-06,10,TKR2,100.4346
2020-02-06,10,TKR3,100.491
2020-02-06,11,TKR1,100.4235
2020-02-06,11,TKR2,100.269
2020-02-06,11,TKR3,100.5051
2020-02-06,12,TKR1,100.3417
2020-02-06,12,TKR2,100.5779
2020-02-06,12,TKR3,100.5544
2020-02-06,13,TKR1,100.2485
2020-02-06,13,TKR2,100.6094
2020-02-06,13,TKR3,100.4162
2020-02-06,14,TKR1,100.0841
2020-02-06,14,TKR2,100.4653
2020-02-06,14,TKR3,100.5108
2020-02-07,9,TKR1,99.7836
2020-02-07,9,TKR2,99.9338
2020-02-07,9,TKR3,100.1344
2020-02-07,10,TKR1,99.8375
2020-02-07,10,TKR2,99.879
2020-02-07,10,TKR3,100.1449
2020-02-07,11,TKR1,99.8561
2020-02-07,11,TKR2,99.9549
2020-02-07,11,TKR3,100.1198
2020-02-07,12,TKR1,99.8627
2020-02-07,12,TKR2,99.8131
2020-02-07,12,TKR3,100.2442
2020-02-07,13,TKR1,99.7242
2020-02-07,13,TKR2,100.0021
2020-02-07,13,TKR3,100.0961
2020-02-07,14,TKR1,99.6487
2020-02-07,14,TKR2,99.8348
2020-02-07,14,TKR3,100.0321
2020-02-10,9,TKR1,99.0161
2020-02-10,9,TKR2,99.6704
2020-02-10,9,TKR3,100.1802
2020-02-10,10,TKR1,98.927
2020-02-10,10,TKR2,99.7745
2020-02-10,10,TKR3,100.1768
2020-02-10,11,TKR1,99.175
2020-02-10,11,TKR2,99.9387
2020-02-10,11,TKR3,100.1478
2020-02-10,12,TKR1,99.0525
2020-02-10,12,TKR2,100.0146
2020-02-10,12,TKR3,100.2974
2020-02-10,13,TKR1,99.0012
2020-02-10,13,TKR2,99.8099
2020-02-10,13,TKR3,100.2748
2020-02-10,14,TKR1,99.0346
2020-02-10,14,TKR2,99.9641
2020-02-10,14,TKR3,100.2685
2020-02-11,9,TKR1,100.6869
2020-02-11,9,TKR2,100.1925
2020-02-11,9,TKR3,100.9075
2020-02-11,10,TKR1,100.5808
2020-02-11,10,TKR2,100.1547
2020-02-11,10,TKR3,100.6793
2020-02-11,11,TKR1,100.723
2020-02-11,11,TKR2,100.2452
2020-02-11,11,TKR3,100.7979
2020-02-11,12,TKR1,100.8405
2020-02-11,12,TKR2,100.0579
2020-02-11,12,TKR3,100.6997
2020-02-11,13,TKR1,100.7055
2020-02-11,13,TKR2,100.2852
2020-02-11,13,TKR3,101.0146
2020-02-11,14,TKR1,100.6372
2020-02-11,14,TKR2,100.2883
2020-02-11,14,TKR3,100.8423
2020-02-12,9,TKR1,100.6436
2020-02-12,9,TKR2,99.6866
2020-02-12,9,TKR3,99.8124
2020-02-12,10,TKR1,100.4168
2020-02-12,10,TKR2,99.7311
2020-02-12,10,TKR3,99.9647
2020-02-12,11,TKR1,100.4819
2020-02-12,11,TKR2,99.8953
2020-02-12,11,TKR3,99.844
2020-02-12,12,TKR1,100.5764
2020-02-12,12,TKR2,99.8683
2020-02-12,12,TKR3,99.7204
2020-02-12,13,TKR1,100.6283
2020-02-12,13,TKR2,99.8112
2020-02-12,13,TKR3,99.693
2020-02-12,14,TKR1,100.4859
2020-02-12,14,TKR2,100.0107
2020-02-12,14,TKR3,99.9337
